Title,Price,Size,Rating,Review Count,Category,Region,ABV,Body,Sweet-Dry Scale,Style,Tasting Notes,Food Pairing
Fontodi Meriggio Colli Toscana Centrale IGT,289.99,750.0ml bottle,,,Sauvignon Blanc,"Tuscany IGT, Italy",,,,,,
Perrier-Jouet Belle Epoque Rose,289.99,750.0ml bottle,,,Sparkling Rose Wine,France,0.13,,,,,
Bouchard Chambertin Clos Beze 2012,289.10,750.0ml bottle,,,Pinot Noir,France,0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Michel Niellon Chev Montrachet 2013,287.70,750.0ml bottle,,,Chardonnay,"Burgundy, France",0.13,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Krug Brut Vintage Gift 2003,284.97,750.0ml bottle,,,Champagne Blend,"Champagne, France",0.12,,,,,
Faiveley Latricieres Chambertin,280.89,750.0ml bottle,,,Pinot Noir,"Burgundy, France",0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Cayuse Bionic Frog 2010 Syrah,280.00,750.0ml bottle,,,Syrah / Shiraz,"Washington, United States",,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Progeny Mount Veeder Cabernet Sauvignon,279.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",,,,,,
Damilano Cannubi '1752' Riserva Barolo,279.99,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",0.15,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Chateau Les Forts De Latour Pauillac,279.99,750.0ml bottle,,,Bordeaux Blend,,0.14,Full,Dry,Big & Bold,,
Jadot Chambertin Gr Cru,279.97,750.0ml bottle,,,Pinot Noir,France,,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Taylor Fladgate Single Harv Port,279.50,750.0ml bottle,,,Dessert Wine,"Oporto, Portugal",0.20,,,,,
Jaboulet Hermitage La Chapelle 2009,279.00,750.0ml bottle,,,Rhone Blend,,,,,,,
Dominus Estate,277.49,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Philippe Colin Chevalier Montrachet 2013,277.10,750.0ml bottle,,,Chardonnay,"Burgundy, France",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Nobilo Sauvignon Blanc Keg,276.92,19.5L bottle,,,Sauvignon Blanc,"Marlborough, New Zealand",0.13,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Chateau Leoville-Las Cases St. Julien,276.64,750.0ml bottle,,,Bordeaux Blend,"Bordeaux, France",,,,,,
Billecart-Salmon Cuvee Elisabeth Salmon Rose Champagne,274.99,750.0ml bottle,,,Champagne Blend,France,,,,,,
Lewis Cellars Cabernet Sauvignon Reserve,270.94,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Paul Hobbs Cabernet Sauvignon Berkstoffer,270.22,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Taylor 1970 Vintage Port,270.00,750.0ml bottle,,,Port Blend,Malaysia,,,Sweet,,,
Chateau Palmer 2005,270.00,750.0ml bottle,,,Bordeaux Blend,"Margaux, France",,,,,,
Trimbach Riesling Clos Sainte Hune 2007,270.00,750.0ml bottle,,,Riesling,"Alsace, France",,Light,Semi-Sweet / Off-Dry,Sweet & Bold,,"Duck & Game Bird, Cheese Fresh & Soft"
Domaine Meo Camuzet Nuits Saint Georges 1er Cru 'Les Perrieres',269.99,750.0ml bottle,,,Pinot Noir,"Burgundy, France",,,,,,
Chateau Haut Bailly Pessac,269.99,750.0ml bottle,,,Bordeaux Blend,,0.13,,,,,
Chateau Angelus St Emilion 2014,269.99,750.0ml bottle,,,Bordeaux Blend,,0.14,,,,,
Mailly Brut Collection Vtg,269.98,1.5L bottle,,,Champagne,,0.12,,,,,
Blandys 66 Bual Madeira,269.98,750.0ml bottle,,,Madeira,"Madeira, Portugal",0.20,,,,,
Chateau Leoville Las Cases St. Julien,269.98,750.0ml bottle,,,Bordeaux Blend,,0.13,,,,,
Louis Roederer Cristal Brut,269.71,750.0ml bottle,5,(2 Reviews),Champagne Blend,"Champagne, France",0.12,,,,,
Krug Brut Champagne 2003,267.50,750.0ml bottle,,,Champagne,"Champagne, France",,,,,,
Sassicaia 2013,267.49,750.0ml bottle,,,Sangiovese,,,Medium,Dry,Big & Bold,,"Cured Meats, Cheese Hard Aged"
Jadot Echezeaux,264.08,750.0ml bottle,,,Pinot Noir,"Burgundy, France",,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Simi Sauvignon Blanc 1/6 Barrel Keg,263.66,19.5L bottle,,,Sauvignon Blanc,"Alexander Valley, United States",0.14,Light,Dry,,,"Chicken, Cheese Fresh & Soft"
Chapoutier Ermitage Rge Pavillon 2013,262.45,750.0ml bottle,,,Syrah / Shiraz,"Rhone, France",0.14,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Diamond Creek Volcanic Hill Cabernet Sauvignon,259.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Taylor Fladgate Varg Vin Velha,259.99,750.0ml bottle,,,Port,Portugal,,,Sweet,,,
Moone Tsai Cabernet Cor Leonis Napa 2013,259.98,750.0ml bottle,,,Cabernet Sauvignon,,0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Estancia Pinot Grigio Keg,259.69,19.5L bottle,,,Pinot Grigio,"North Coast, United States",0.13,Light,Dry,,,"Shellfish, Salads & Greens"
Dalla Valle Cabernet Sauvignon,258.99,750.0ml bottle,,,Cabernet Sauvignon,,,,,,,
Fevre Chablis Montmains 2013,256.62,750.0ml bottle,,,Chardonnay,"Chablis, France",0.13,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Louis Roederer Cristal Rose Brut,254.99,750.0ml bottle,,,Champagne Blend,"Champagne, France",0.12,,,,,
Gaja Conteisa,254.97,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Gaja Barbaresco,254.83,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",0.14,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Maurice Vendome Grand Cru Champagne   1.5 Magnum,250.00,750.0ml bottle,,,Champagne,"Champagne, France",,,,,,
Stag's Leap Wine Cellars Cask 23 Cabernet Sauvignon,249.99,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Memento Mori Cabernet Sauvignon,249.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",,Full,Dry,Big & Bold,,
Herzog Generation 8 Cabernet Sauvignon,249.99,750.0ml bottle,,,Cabernet Sauvignon,,,,,,,
Staglin Cabernet 2013,249.99,750.0ml bottle,,,Cabernet Sauvignon,,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Myriad Elysian Cabernet Sauvignon,249.99,750.0ml bottle,,,Cabernet Sauvignon,,,,,,,
Moone Tsai Cabernet Cor Leonis Napa,249.99,750.0ml bottle,,,Cabernet Sauvignon,,0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Frank Family Vineyards Patriarch,249.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",,Full,Dry,Big & Bold,,
Jadot Mazis Chamb,249.99,750.0ml bottle,,,Pinot Noir,France,,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Marcassin Pinot Noir,249.99,750.0ml bottle,,,Pinot Noir,"California, United States",0.15,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Bouchard Echezeaux 13,249.99,750.0ml bottle,,,Pinot Noir,"Burgundy, France",0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Joseph Phelps Insignia,249.99,750.0ml bottle,,,Bordeaux Blend,"Napa Valley, United States",0.14,,,,,
Ornellaia,249.99,750.0ml bottle,,,Bordeaux Blend,"Tuscany, Italy",0.14,,,,,
Delas Cote Rotie La Landonne 2014,249.99,750.0ml bottle,,,Rhone Blend,,,,,,,
Chateau Angelus St Emilion 2011,249.99,750.0ml bottle,,,Bordeaux Blend,,0.14,,,,,
Ornellaia Bolgheri,249.99,750.0ml bottle,,,Tuscan Blend,"Tuscany, Italy",,,,,,
Chateau L'extravagant De Doisy Daene,249.98,375.0ml bottle,,,Bordeaux Blend,,0.12,,,,,
Pensees De Lafleur 2010,248.64,750.0ml bottle,,,Bordeaux Blend,,0.15,,,,,
Continuum Napa Valley Red Blend,246.24,750.0ml bottle,,,Cabernet Sauvignon,,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Krug Brut Vintage 2000,243.10,750.0ml bottle,,,Champagne Blend,"Champagne, France",0.12,,,,,
Veuve Clicquot Vintage Rose 1996 Magnum,242.63,1.5L bottle,,,Champagne Blend,"Champagne, France",0.12,,,,,
Philipponnat Clos De Goisses Brut Champagne,239.99,750.0ml bottle,,,Champagne Blend,France,,,,,,
Faiveley Mazis Chambertin,239.99,750.0ml bottle,,,Pinot Noir,"Burgundy, France",0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Domaine Clarence Dillion Chateau Quintus,239.99,750.0ml bottle,,,Red Blend,,,,,,,
Meoimi Pinot Noir 12 Bottles,239.88,12 pack,,,Pinot Noir,"California, United States",0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Tribaut Schloesser Brut Origine,238.99,3.0L bottle,,,Champagne,,,,,,,
Chateau Leoville Poyferre St Julien 2009,236.99,750.0ml bottle,,,Bordeaux Blend,,0.13,,,,,
Sassicaia 2014,236.99,750.0ml bottle,,,Sangiovese,,,Medium,Dry,Big & Bold,,"Cured Meats, Cheese Hard Aged"
Jean Grivot Echezeaux 2013,236.19,750.0ml bottle,,,Pinot Noir,"Burgundy, France",0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Dugat-Py Gevrey-Chambertin Cuvee Coeur de Roy Tres Vieilles Vignes,235.99,750.0ml bottle,,,Pinot Noir,"Burgundy, France",,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Staglin Family Cabernet Sauvignon,234.99,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Chateau Pavie Decesse Saint-Emilion,232.96,750.0ml bottle,,,Bordeaux Blend,"Saint-Emilion, France",,,,,,
Costanti Brunello Di Montalcino Riserva,230.05,750.0ml bottle,,,Sangiovese,,,Medium,Dry,Big & Bold,,"Cured Meats, Cheese Hard Aged"
Fonseca 40 Year Port,230.00,750.0ml bottle,,,Port,Portugal,0.20,,Sweet,,,
Velvet Elvis Cabernet Sauvignon Napa Valley,229.99,1.5L bottle,,,Cabernet Sauvignon,,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Cade Cabernet Reserve Howell Mountain Estate,229.99,750.0ml bottle,,,Cabernet Sauvignon,,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Valdicava Riserva Madonna Del Piano,229.99,750.0ml bottle,,,Brunello,"Tuscany, Italy",,Full,Dry,Big & Bold,,
Taylor Fladgate 40 Year Tawny Port,229.99,750.0ml bottle,,,Port,Portugal,,,Sweet,,,
Delas Hermitage Les Bessards 2014,229.99,750.0ml bottle,,,Rhone Blend,,,,,,,
Hundred Acre Shiraz Deep Time,229.99,750.0ml bottle,,,Syrah / Shiraz,,,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Le Macchiole Messorio 2010,229.68,750.0ml bottle,,,Merlot,Italy,0.14,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Chateau Leoville-Las Cases 'Grand Vin de Leoville' Saint-Julien,229.46,750.0ml bottle,,,Bordeaux Blend,"Bordeaux, France",,,,,,
Peter Michael Les Pavots Red Blend,228.99,750.0ml bottle,,,Meritage,"California, United States",,,Dry,Big & Bold,,
Veuve Clicquot Cave Privee  Blanc 1990,227.63,750.0ml bottle,,,Champagne Blend,"Champagne, France",0.12,,,,,
Diamond Creek Red Rock,227.50,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Fuligni Brunello Reserve,226.81,750.0ml bottle,,,Brunello,"Tuscany, Italy",0.15,Medium,,,,
Diamond Creek Red Rock Cabernet,226.46,750.0ml bottle,,,Cabernet Sauvignon,,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Taylor Fladgatye 40 Year Port,225.00,750.0ml bottle,,,Port,Portugal,0.20,,Sweet,,,
Bruno Giacosa Barbesco Rabaja Docg,225.00,750.0ml bottle,,,Nebbiolo,,,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Staglin Cabernet Sauvignon,224.99,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Gandona Cabernet Sauvignon Estate Napa Valley,224.99,750.0ml bottle,,,Cabernet Sauvignon,,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Bollinger Champagne James Bond Limited Edition 2011,224.99,750.0ml bottle,,,Champagne,"Champagne, France",,,Dry,,,
Gaja Sugarille Brunello di Montalcino,224.99,750.0ml bottle,,,Sangiovese,"Tuscany, Italy",0.15,Medium,Dry,Big & Bold,,"Cured Meats, Cheese Hard Aged"
Sassicaia 2012,224.99,750.0ml bottle,,,Sangiovese,,,Medium,Dry,Big & Bold,,"Cured Meats, Cheese Hard Aged"
Jaboulet Hermitage La Chapelle,224.99,750.0ml bottle,,,Syrah / Shiraz,"Rhone, France",0.14,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Chateau Leoville Las Cases St. Julien 2003,224.98,750.0ml bottle,,,Bordeaux Blend,,0.13,,,,,
Gandona Encosta Cabernet Sauvignon,224.95,750.0ml bottle,,,Cabernet Sauvignon,United States,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Trefethen Halo Cabernet Sauvignon,224.00,750.0ml bottle,,,Cabernet Sauvignon,"Napa County, United States",0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Far Niente Cabernet Sauvignon Oakville,223.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",,,,,,
Andre Jacquart Mesnil Experience Blanc de Blancs Grand Cru Gift,222.48,1.5L bottle,,,Other Sparkling Wine,"Champagne, France",,,,,,
Faiveley Corton Clos Des Cortons Faiveley,220.99,750.0ml bottle,,,Pinot Noir,"Burgundy, France",0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Jacques Selosse Initial Blanc de Blancs Grand Cru Brut Champagne,220.00,750.0ml bottle,,,Champagne,"Champagne, France",,Medium,Dry,,,
Dalla Valle Cabernet,219.99,750.0ml bottle,,,Cabernet Sauvignon,,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Krug Grande Cuvee Champagne Brut,219.99,750.0ml bottle,,,Champagne Blend,"Champagne, France",0.12,,,,,
Domaine Roulot Meursault Villages,219.99,750.0ml bottle,,,Chardonnay,"Burgundy, France",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Kopke Tawny Port 40 Year,219.99,750.0ml bottle,,,Port,"Oporto, Portugal",,,Sweet,,,
Louis Jadot Clos De La Roche Grand Cru,219.99,750.0ml bottle,,,Pinot Noir,"Burgundy, France",,Medium,,Fruity & Light,,"Duck & Game Bird, Cheese Nutty & Semi-Firm, Cheese Fresh & Soft"
Chateau L'eglise Clinet 2014,219.99,750.0ml bottle,,,Bordeaux Blend,"Bordeaux, France",0.15,,,,,
Marilyn Velvet Collection Napa Valley Red,219.99,1.5L bottle,,,Red Blend,"Napa Valley, United States",,Full,,,,
Jean Grivot Vosne Romanee Beaumonts 2012,218.57,750.0ml bottle,,,Pinot Noir,"Burgundy, France",0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Chateau d'Yquem,218.40,750.0ml bottle,,,Bordeaux Blend,"Bordeaux, France",0.14,,,,,
Allemand Cornas Chaillot,218.00,750.0ml bottle,,,Syrah / Shiraz,"Rhone, France",0.14,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Pierre Peters Brut Speciale Chetillons 2000,217.45,750.0ml bottle,,,Chardonnay,"Champagne, France",0.12,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Bollinger La Grande Annee Rose 2004,217.14,750.0ml bottle,,,Sparkling Rose Wine,"Champagne, France",0.13,,,,,
"Louis Latour Chambolle Musigny, Cote De Nuits, France",215.99,750.0ml bottle,,,Pinot Noir,"Burgundy, France",,,,,,
Trefethen Cabernet Halo,214.99,750.0ml bottle,,,Cabernet Sauvignon,,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Krug Clos Mesnil Gift 2003,214.99,750.0ml bottle,,,Other Sparkling Wine,"Champagne, France",0.13,,,,,
Chateau Hosanna Pomerol,214.99,750.0ml bottle,,,Bordeaux Blend,"Bordeaux, France",,,,,,
Domaine Marquis d'Angerville Champans Volnay Premier Cru,214.50,750.0ml bottle,,,Pinot Noir,"Burgundy, France",0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Diseno Malbec Keg,213.87,19.5L bottle,,,Malbec,Argentina,0.14,Full,Dry,Big & Bold,,"Pork, Mushrooms"
Domaine Gerard Raphet Clos de la Roche Grand Cru,212.99,750.0ml bottle,,,Pinot Noir,"Burgundy, France",,Light,Dry,Fruity & Light,,"Chicken, Pork"
Ramey Pedregal Vineyard Cabernet Sauvignon 2013,211.54,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Dominus,210.49,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Silver Oak Gift Basket,209.99,750.0ml bottle,,,Cabernet Sauvignon,United States,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Quilceda Creek Cabernet Sauvignon,209.99,750.0ml bottle,,,Cabernet Sauvignon,"Washington, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Billecart Salmon Elisabeth Salmon Cuvee Brut Rose,209.99,750.0ml bottle,,,Champagne,,,,,,,
Vina Almaviva Puente Alto,209.99,750.0ml bottle,,,Rhone Blend,Chile,,,,,,
Taylor Fladgate Single Harvest Tawny 1966,209.99,750.0ml bottle,,,Port Blend,,0.20,,Sweet,,,
Chateau Quintus Saint-Emilion 2012,209.52,750.0ml bottle,,,Bordeaux Blend,"Saint-Emilion, France",,,,,,
Jean Grivot Clos Vougeot 2013,208.72,750.0ml bottle,,,Pinot Noir,"Burgundy, France",0.14,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Jean Grivot Nuits St George Roncier 2012,208.60,750.0ml bottle,,,Pinot Noir,"Burgundy, France",0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Jean Grivot Nuits St Georges Boudots 2012,208.60,750.0ml bottle,,,Pinot Noir,"Burgundy, France",0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
"Jim Barry ""The Armagh"" Shiraz ",207.50,750.0ml bottle,,,Syrah / Shiraz,"Clare Valley, Australia",0.15,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Jerome Castagnier Mazis-Chambertin Grand Cru,205.25,750.0ml bottle,,,Pinot Noir,,,,,,,
Broadbent Terrantez Old Reserve,204.99,750.0ml bottle,,,Dessert Wine,Portugal,0.15,,,,,
Louis Jadot Charmes Chambertin 2012,204.99,750.0ml bottle,,,Pinot Noir,"Burgundy, France",,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Bpf Corton Charlemagne Hen,204.47,750.0ml bottle,,,Chardonnay,"Burgundy, France",0.13,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Les Pavots Cabernet Sauvignon,201.99,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Krug Grande Cuvee 167th Edition Champagne,201.99,750.0ml bottle,,,Champagne,"Champagne, France",0.12,,,,,
Taittinger Comtes de Champagne,201.49,750.0ml bottle,,,Champagne,"Champagne, France",0.13,,,,,
Graham's The Stone Terraces,201.49,750.0ml bottle,,,Port,"Oporto, Portugal",0.20,Full,Semi-Sweet / Off-Dry,,,"Cheese Blue, Cheese Stinky"
Champagne Celebration Gift Basket,200.00,3 pack,,,Champagne Blend,"Champagne, France",,,,,,
Lignier Michelot Chambolle-Musigny Vieilles Vignes 2013,200.00,1.5L bottle,,,Pinot Noir,"Burgundy, France",,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Newton Yountville Cabernet Sauvignon,199.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",0.15,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Lewis Napa Valley Cabernet Sauvignon Reserve 2014,199.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Grgich Hills Cabernet Yountville Selection,199.99,750.0ml bottle,,,Cabernet Sauvignon,,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Bell Cabernet Clone 6,199.99,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Cliff Lede Cabernet Poetry Stags Leap District,199.99,750.0ml bottle,,,Cabernet Sauvignon,,,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Gargiulo Vineyards '575 OVX G Major 7 Study' Cabernet Sauvignon,199.99,750.0ml bottle,,,Cabernet Sauvignon,,,,,,,
Heitz Cellar Bella Oaks Vineyard Cabernet Sauvignon,199.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",0.13,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Barnett Spring Mountain Cabernet Sauvignon,199.99,1.5L bottle,,,Cabernet Sauvignon,"Napa Valley, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
M By Michael Mondavi Cabernet Sauvignon,199.99,750.0ml bottle,,,Cabernet Sauvignon,"Napa Valley, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Dom Perignon Vintage Champagne,199.99,750.0ml bottle,4.8,(6 Reviews),Champagne,"Champagne, France",0.13,Light,Dry,,"Biscuit, Floral, Fresh, Fruity, Grapefruit, Grassy, Minerality, Nectarine, Peach, Toasty","Cheese Hard Aged, Cheese Nutty & Semi-Firm, Duck & Game Bird, Fish White, Mushrooms, Shellfish"
Dom Perignon Vintage 2010,199.99,750.0ml bottle,,,Champagne,"Champagne, France",0.13,,,,,
Krug Grande Cuvee Champagne,199.99,750.0ml bottle,5,(1 Reviews),Champagne Blend,"Champagne, France",0.12,,,,,
Domaine Des Comtes Lafon Meursault,199.99,750.0ml bottle,,,Chardonnay,"Burgundy, France",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Aubert CIX Chardonnay,199.99,750.0ml bottle,,,Chardonnay,"Sonoma Coast, United States",,,Dry,Rich & Velvety,,
Domaine Dublere Corton Charlemagne Grand Cru,199.99,750.0ml bottle,,,Chardonnay,"Burgundy, France",,Full,Dry,Rich & Velvety,,"Fish Meaty & Oily, Shellfish, Cheese Fresh & Soft"
Jamesport East End Merlot,199.99,750.0ml bottle,,,Merlot,,,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Ceretto Br Rocche Barolo Br Rocc,199.99,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",0.14,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
Barolo Bricco G. Mascarello,199.99,750.0ml bottle,,,Nebbiolo,"Piedmonte, Italy",,Medium,Dry,Big & Bold,,"Beef, Mushrooms"
"Dugat-Py Gevrey Chambertin ""Cuvee Coeur De Roy""",199.99,750.0ml bottle,,,Pinot Noir,"Burgundy, France",0.13,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
"Domaine Perrot Minot Nuits Saint Georges ""La Richemone"" Premier Cru",199.99,750.0ml bottle,,,Pinot Noir,"Burgundy, France",,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Grivot Vosne Romanee Beaumonts,199.99,750.0ml bottle,,,Pinot Noir,,,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
Chateau Clerc Milon Pauillac Eu,199.99,750.0ml bottle,,,Bordeaux Blend,"Bordeaux, France",,,,,,
Chateau Haut Bailly Pessac 2010,199.99,750.0ml bottle,,,Bordeaux Blend,,0.13,,,,,
Chateau Leoville Poyferre Saint Julien Grand Cru Classe,199.99,750.0ml bottle,,,Bordeaux Blend,,,,,,,
Torbreck Runrig Shiraz,199.99,750.0ml bottle,,,Syrah / Shiraz,Australia,0.15,Full,Dry,Earthy & Spicy,,"Pork, Duck & Game Bird"
Champagne Nicolas Feuillatte Palmes D'Or Rose Vintage 2008,199.99,750.0ml bottle,,,Sparkling Rose Wine,"Champagne, France",0.12,,,,,
Cade Cabernet Sauvignon Reserve,199.98,750.0ml bottle,,,Cabernet Sauvignon,"California, United States",,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Moone Tsai Cabernet Napa,199.98,1.5L bottle,,,Cabernet Sauvignon,,0.14,Full,Dry,Big & Bold,,"Beef, Duck & Game Bird"
Melka Red Blend Mekerra Vineyard Knights Valley,199.98,750.0ml bottle,,,Merlot,,0.15,Medium,Dry,Big & Bold,,"Duck & Game Bird, Tomatoes"
Maison Champy Echezeaux Grand Cru,199.98,750.0ml bottle,,,Pinot Noir,"Alsace, France",,Light,,Fruity & Light,,"Fish Meaty & Oily, Duck & Game Bird"
